ingredient_id,ingredient_name,language,category_id,category_name,subcategory_id,subcategory_name,reasoning,processed_at
315,Malibu coconut rum,ENG,3,Liqueur,602.0,Nut,"Malibu coconut rum is a liqueur flavored with coconut, which is botanically classified as a fruit but is commonly grouped with nuts in culinary contexts due to its flavor profile and use. Among the av",2025-08-18T17:07:31.664047
316,Malibu rum,ENG,3,Liqueur,,,"Malibu rum is a coconut-flavored liqueur, but none of the available subcategories ('Fruit', 'Coffee', 'Herbal and Spiced', 'Mint', 'Cream', 'Berry', 'Nut', 'Honey') specifically include coconut or coc",2025-08-18T17:07:40.578570
318,Mandarin-flavored vodka,ENG,14,Vodka,517.0,Citrus,"Mandarin-flavored vodka is specifically flavored with mandarin, which is a type of citrus fruit. Among the available subcategories, 'Citrus' is the most specific and accurate match for this ingredient",2025-08-18T17:07:53.378694
320,Mandarine napoléon liqueur,ENG,3,Liqueur,590.0,Fruit,"Mandarine Napoléon liqueur is primarily made from macerated mandarin oranges (a type of fruit), and its dominant flavor profile is intensely fruity and citrus, specifically mandarin. While it contains",2025-08-18T17:08:08.479835
328,Maraschino liqueur,ENG,3,Liqueur,590.0,Fruit,"Maraschino liqueur is primarily made from marasca cherries, a type of fruit, and its defining flavor profile is cherry-based. While it may have subtle notes of nuts or botanicals, the dominant and ess",2025-08-18T17:08:54.973326
330,Martinique rhum vieux,ENG,1,Rum,541.0,Dark (black),"Martinique rhum vieux is defined as rum aged in oak casks for at least 3 years, resulting in a dark color ranging from honey to mahogany. This aging process gives it a much darker appearance and riche",2025-08-18T17:09:14.684672
331,Melon liqueur,ENG,3,Liqueur,590.0,Fruit,"Melon liqueur is made from the maceration or flavoring of melon, which is a fruit. The defining characteristic of this liqueur is its distinctly fruity, melon flavor, making 'Fruit' the most specific ",2025-08-18T17:09:24.312010
332,Metaxa,ENG,11,Brandy,,,"Metaxa is a unique Greek brandy that does not fit into any of the provided subcategories: 'Calvados' (French apple brandy), 'Grappa' (Italian pomace brandy), or 'Pisco' (South American grape brandy). ",2025-08-18T17:09:31.786089
336,Midori liqueur,ENG,3,Liqueur,590.0,Fruit,"Midori liqueur is a melon-flavored liqueur, specifically made from Japanese musk melons and honeydew melon. Melon is a type of fruit, making 'Fruit' the most specific and appropriate subcategory from ",2025-08-18T17:09:53.897541
337,Midori melon liqueur,ENG,3,Liqueur,590.0,Fruit,"Midori melon liqueur is explicitly described as a fruit liqueur with a primary flavor of melon, specifically honeydew and Japanese musk melon, making 'Fruit' the most accurate and specific subcategory",2025-08-18T17:10:02.429551
342,Mug of beer,ENG,6,Beer,,,"The ingredient 'Mug of beer' is generic and does not specify a particular style, color, or origin. The available subcategories are all specific beer styles (e.g., 'Witbier', 'Pale Ale', 'Stout'), but ",2025-08-18T17:10:44.764652
344,Myers’s dark,ENG,1,Rum,541.0,Dark (black),"Myers’s dark is consistently described as a very rich, dark brown rum and is marketed as 'Original Dark.' It is recognized as a classic example of dark rum, with a deep color and robust flavor profile",2025-08-18T17:11:02.004600
345,Myers’s dark rum,ENG,1,Rum,541.0,Dark (black),"Myers’s dark rum is consistently described as a rich, dark brown or black rum, often referred to as 'Original Dark' and 'Black Rum' in reviews and official sources. It is aged, has a deep color, and i",2025-08-18T17:11:10.825491
350,Old tom gin,ENG,14,Vodka,,,"Old Tom gin is a distinct style of gin, not vodka, and none of the available vodka subcategories (such as 'Aniseed vodka', 'Plum', 'Herbal', etc.) accurately describe it. Old Tom gin is characterized ",2025-08-18T17:11:48.387624
352,Orange bitter,RUS,23,Ликер,589.0,Фруктовый,"Апельсиновый биттер (Orange bitter) — это ликёр на основе спирта, настоянный на апельсиновой цедре и других компонентах, с выраженным фруктовым (апельсиновым) вкусом и ароматом. Основной вкусовой проф",2025-08-18T17:12:08.150869
353,Orange bitters,ENG,3,Liqueur,590.0,Fruit,"Orange bitters are primarily made from orange peel, which is a fruit, and their defining characteristic is a strong citrus (fruit) flavor. While they also contain spices and herbs, the most specific a",2025-08-18T17:12:17.364676
356,Orange curaçao,ENG,3,Liqueur,590.0,Fruit,"Orange curaçao is a liqueur flavored primarily with the dried peel of the bitter orange (a citrus fruit), making 'Fruit' the most specific and accurate subcategory among the available options. Its def",2025-08-18T17:12:35.186346
361,Orange-flavored vodka,ENG,14,Vodka,517.0,Citrus,"Orange-flavored vodka is specifically a vodka infused with orange, which is a citrus fruit. Among the available subcategories, 'Citrus' is the most specific and accurate match for this ingredient, as ",2025-08-18T17:13:16.043949
362,Orangina,ENG,3,Liqueur,590.0,Fruit,"Orangina is a citrus soda made primarily from orange, lemon, mandarin, and grapefruit juices and pulps, all of which are fruits. Among the available subcategories, 'Fruit' is the most specific and acc",2025-08-18T17:13:25.463926
365,Ouzo,ENG,3,Liqueur,594.0,Herbal and Spiced,"Ouzo is a liqueur whose primary flavor comes from anise, a herb, and it often includes additional botanicals and spices such as star anise, fennel, coriander, cloves, cinnamon, and cardamom. These ing",2025-08-18T17:13:49.808568
372,Passion fruit liqueur,ENG,3,Liqueur,590.0,Fruit,"Passion fruit liqueur is made from passion fruit, which is a tropical fruit. The flavor profile, production process, and ingredient descriptions all emphasize the use of fresh passion fruit and its fr",2025-08-18T17:14:43.085468
378,Peach bitter,RUS,23,Ликер,589.0,Фруктовый,"Peach bitter обладает выраженными персиковыми и фруктовыми нотами, что подтверждается описаниями вкуса и аромата как 'фруктовый' и 'персиковый' в нескольких источниках. Среди доступных подкатегорий на",2025-08-18T17:15:23.716024
379,Peach brandy,ENG,11,Brandy,,,"Peach brandy is a fruit brandy made by distilling fermented peaches or infusing brandy with peach flavor. The available subcategories—'Calvados', 'Grappa', and 'Pisco'—refer specifically to apple bran",2025-08-18T17:15:32.385791
380,Peach liqueur,ENG,3,Liqueur,590.0,Fruit,"Peach liqueur is defined by its primary ingredient and flavor profile: ripe peaches. All sources consistently describe it as a fruit-based liqueur, with the dominant taste and aroma coming from peache",2025-08-18T17:15:40.466074
386,Pear brandy,ENG,11,Brandy,,,"Pear brandy is a fruit brandy distilled from pears, most commonly Williams pears, and is distinct from the listed subcategories. Calvados is an apple brandy from Normandy that may include some pear in",2025-08-18T17:16:25.488007
390,Pernod,ENG,3,Liqueur,594.0,Herbal and Spiced,"Pernod is an anise-flavored liqueur made from star anise, fennel, and a blend of numerous aromatic herbs and botanicals, including coriander, camomile, and mint. Its defining characteristic is its com",2025-08-18T17:16:51.695186
392,Peychaud’s bitter,ENG,3,Liqueur,594.0,Herbal and Spiced,"Peychaud’s Bitters is primarily characterized by a blend of herbs and spices, with dominant notes of anise, clove, nutmeg, and other botanicals. Its flavor profile is not centered on fruit, coffee, mi",2025-08-18T17:17:08.394675
403,Pineapple-infused rum,ENG,1,Rum,541.0,Dark (black),"Many commercially available pineapple-infused rums, such as Plantation Pineapple Stiggins' Fancy, are based on dark rum and are described as having a deep amber or dark appearance with rich, carameliz",2025-08-18T17:18:18.636185
404,Pisco brandy,ENG,11,Brandy,610.0,Pisco,"Pisco brandy is a specific type of brandy produced in Peru and Chile, recognized internationally as 'Pisco.' It is distinct from other brandies such as Calvados or Grappa, with its own production meth",2025-08-18T17:18:30.718036
406,Poire williams,ENG,11,Brandy,,,"Poire Williams is a type of eau-de-vie (fruit brandy) distilled from Williams pears, primarily produced in France and not related to Calvados (apple or pear brandy from Normandy), Grappa (Italian poma",2025-08-18T17:18:46.900785
416,Puerto rican light rum,ENG,1,Rum,537.0,"White (silver, light)","Puerto Rican light rum is most commonly classified as a 'white', 'silver', or 'light' rum, characterized by its clear appearance and lighter body. The majority of light rums come from Puerto Rico, and",2025-08-18T17:19:55.610706
422,Raspberry liqueur,ENG,3,Liqueur,600.0,Berry,"Raspberry liqueur is made from raspberries, which are classified as berries. Its dominant flavor and aroma profile is consistently described as raspberry or berry-like, making 'Berry' the most specifi",2025-08-18T17:20:34.625678
430,Rhum barbancourt,ENG,1,Rum,537.0,"White (silver, light)","Rhum Barbancourt is produced in several expressions, including white, golden, and dark rums. Since the query does not specify a particular expression, but simply 'Rhum barbancourt,' the most specific ",2025-08-18T17:21:35.936851
431,Root beer schnapps,ENG,3,Liqueur,594.0,Herbal and Spiced,"Root beer schnapps is characterized by flavors such as sassafras, vanilla, wintergreen, and spices, which are typical of herbal and spiced liqueurs. The ingredient does not fit fruit, coffee, mint, cr",2025-08-18T17:21:44.319868
438,Rum,ENG,1,Rum,,,"The ingredient 'Rum' is only specified generically, without any indication of its color, aging, or style. The available subcategories—'White (silver, light)', 'Golden (amber)', and 'Dark (black)'—requ",2025-08-20T18:33:14.030423
439,Rumple minze,ENG,3,Liqueur,596.0,Mint,"Rumple Minze is a peppermint schnapps liqueur, characterized by its intense mint flavor derived from pure peppermint extract. Among the available subcategories, 'Mint' is the most specific and accurat",2025-08-20T18:33:14.069524
440,Russian vodka,ENG,14,Vodka,513.0,Wheat,"Russian vodka is most commonly distilled from wheat, as evidenced by Russian Standard Original Vodka and other major brands that highlight the use of Russian winter wheat in their production process. ",2025-08-20T18:33:28.866601
448,Scotch,ENG,11,Brandy,,,"Scotch is a type of whisky, specifically Scotch whisky, and is not a type of brandy. The available subcategories (Calvados, Grappa, Pisco) are all types of brandy, which are distilled from fruit or wi",2025-08-20T18:33:40.555422
453,Silver,ENG,3,Liqueur,604.0,Honey,"The ingredient 'Silver' in the context of liqueurs is referenced by the World Liqueur Awards as 'Silver – Tullamore D.E.W. / Honey,' which is described as having a touch of honey amidst the dominant w",2025-08-20T18:33:52.379118
454,Silver rum,ENG,1,Rum,537.0,"White (silver, light)","Silver rum is a widely recognized synonym for white or light rum, characterized by its clear appearance and lighter body. Multiple authoritative sources confirm that 'silver rum' is interchangeable wi",2025-08-20T18:33:53.293030
457,Single-malt scotch,ENG,11,Brandy,,,"Single-malt scotch is a type of whisky made from malted barley at a single distillery in Scotland, not a brandy. The available subcategories—'Calvados', 'Grappa', and 'Pisco'—are all types of brandy m",2025-08-20T18:34:07.907985
459,Slice of candied ginger,ENG,14,Vodka,519.0,Spiced,"Candied ginger is a spice ingredient, and its use as a garnish or infusion in vodka cocktails is specifically to add a spicy, aromatic note. Among the available subcategories, 'Spiced' is the most spe",2025-08-20T18:34:07.820418
460,Sloe gin,ENG,3,Liqueur,600.0,Berry,"Sloe gin is made by infusing gin with sloe berries, which are the fruit of the blackthorn bush and classified botanically as berries. The dominant flavor and defining ingredient is the sloe berry, mak",2025-08-20T18:34:19.858873
465,Small-batch bourbon,ENG,11,Brandy,,,"Small-batch bourbon is a type of American whiskey, not a brandy. The available subcategories—'Calvados', 'Grappa', and 'Pisco'—are all specific types of brandy, none of which are appropriate for bourb",2025-08-20T18:34:32.663628
473,Southern comfort,ENG,3,Liqueur,590.0,Fruit,"Southern Comfort is described as a fruit-flavored whiskey liqueur with prominent notes of stone fruits and citrus, and is consistently characterized by fruit and spice accents. Among the available sub",2025-08-20T18:34:45.033870
476,Spiced rum,ENG,1,Rum,539.0,Golden (amber),"Spiced rum is typically based on golden (amber) rum and is infused with spices and sometimes caramel, which often gives it a golden to dark hue. While spiced rum can appear darker due to additives, it",2025-08-20T18:35:04.099137
477,Stolichnaya lemon vodka,ENG,14,Vodka,517.0,Citrus,"Stolichnaya lemon vodka, specifically marketed as 'Stoli Citros,' is a citrus-flavored vodka made with natural flavors of lemons and limes. The most specific and accurate subcategory for this ingredie",2025-08-20T18:34:57.976569
478,Stout,ENG,6,Beer,455.0,Stout,"Stout is a well-defined and distinct style of beer characterized by its dark color, roasted malt flavors, and a wide range of subtypes such as dry stout, milk stout, and imperial stout. The available ",2025-08-20T18:34:59.913384
482,Strawberry liqueur,ENG,3,Liqueur,600.0,Berry,"Strawberry liqueur is made from strawberries, which are classified botanically and culinarily as berries. The liqueur's flavor profile is consistently described as intensely strawberry, juicy, and swe",2025-08-20T18:35:16.388702
488,Swedish punsch,ENG,3,Liqueur,594.0,Herbal and Spiced,"Swedish punsch is a liqueur made from Batavia arrack or rum, sugar, citrus (such as lemon), and a variety of spices and tea, giving it a distinctly spiced and herbal character. Its defining flavor pro",2025-08-20T18:35:29.037136
505,Tia maria,ENG,3,Liqueur,592.0,Coffee,"Tia Maria is primarily described as a coffee liqueur, with its main ingredient being Arabica coffee beans. All authoritative sources consistently identify coffee as the defining flavor and ingredient,",2025-08-20T18:36:13.120609
508,Triple sec,ENG,3,Liqueur,590.0,Fruit,"Triple sec is an orange-flavored liqueur made by distilling neutral spirits with the dried peels of bitter and sweet oranges, giving it a distinctly citrus and fruit-based profile. Among the available",2025-08-20T18:36:13.286386
509,Triple sec orange liqueur,ENG,3,Liqueur,590.0,Fruit,"Triple sec orange liqueur is defined by its orange flavor, which is derived from the peels of sweet and bitter oranges. As its primary characteristic is a fruit (orange) flavor, the 'Fruit' subcategor",2025-08-20T18:36:27.777817
510,Tuaca,ENG,3,Liqueur,594.0,Herbal and Spiced,"Tuaca is a brandy-based liqueur flavored with vanilla, citrus, and a blend of herbs and spices. While it features citrus and vanilla notes, its defining characteristic is the combination of spices and",2025-08-20T18:36:27.145094
515,Vanilla-flavored vodka,ENG,14,Vodka,519.0,Spiced,"Vanilla-flavored vodka is vodka infused with vanilla, which is a spice. Among the available subcategories, 'Spiced' is the most specific and appropriate match, as none of the other options (such as fr",2025-08-20T18:36:44.271873
516,Vanilla-infused rum,ENG,1,Rum,537.0,"White (silver, light)","Vanilla-infused rum is most commonly made by infusing vanilla beans into white (silver, light) rum, as clear rum is preferred for its neutral flavor and color, providing a blank canvas for the infusio",2025-08-20T18:36:46.654262
517,Vanilla-infused tequila,ENG,1,Rum,,,"Vanilla-infused tequila is a type of tequila, not rum. The available subcategories ('White (silver, light)', 'Golden (amber)', 'Dark (black)') are specific to rum and do not accurately describe any te",2025-08-20T18:36:48.743956
520,Vodka,ENG,14,Vodka,,,"The ingredient 'Vodka' refers to the general, unflavored spirit, which can be made from a wide range of base materials such as wheat, rye, potatoes, corn, grapes, and more. The available subcategories",2025-08-20T18:37:04.009553
521,Walnut liqueur,ENG,3,Liqueur,602.0,Nut,"Walnut liqueur, including traditional varieties like nocino, is made by infusing alcohol with walnuts, resulting in a distinctly nutty flavor profile. The primary and defining ingredient is walnut, wh",2025-08-20T18:37:02.370175
530,White rum,ENG,1,Rum,537.0,"White (silver, light)","White rum is commonly defined as a clear, colorless rum, often referred to as 'white,' 'silver,' or 'light.' It is typically unaged or lightly aged and then filtered to remove color, distinguishing it",2025-08-20T18:37:25.623081
535,Yellow chartreuse,ENG,3,Liqueur,594.0,Herbal and Spiced,"Yellow Chartreuse is a liqueur made from a secret blend of over 130 herbs, plants, flowers, roots, and spices, giving it a distinctly herbal and spiced character. While it contains notes of honey and ",2025-08-20T18:37:40.656620
537,Абрикосовый ликер,RUS,23,Ликер,589.0,Фруктовый,"Абрикосовый ликер производится на основе плодов абрикоса и обладает ярко выраженным фруктовым вкусом и ароматом, что полностью соответствует подкатегории 'Фруктовый' среди ликеров. В составе и описани",2025-08-20T18:37:40.447367
540,"Абсент
anisette",RUS,35,Абсент,,,"В названии ингредиента 'Абсент anisette' не указано, к какому цветовому подтипу он относится (зелёный, синий, красный, жёлтый, белый или чёрный). Без точной информации о цвете невозможно выбрать конкр",2025-08-20T18:37:55.614180
541,Абсент anisette,RUS,35,Абсент,,,"В названии ингредиента 'Абсент anisette' отсутствует информация о цвете напитка. Доступные подкатегории для абсента основаны исключительно на цветовом признаке (зелёный, синий, красный, жёлтый, белый,",2025-08-20T18:37:53.879955
542,Абсент pastis,RUS,35,Абсент,,,"Термин 'Абсент pastis' не указывает на определённый цвет абсента, а pastis — это отдельный анисовый напиток, который может быть похож по вкусу, но не по цвету. Без информации о цвете ингредиента невоз",2025-08-20T18:37:54.360967
543,Абсент pernod,RUS,35,Абсент,617.0,Зеленый,"Абсент Pernod во всех источниках описывается как обладающий изумрудно-зеленым или зеленоватым оттенком, что однозначно соответствует подкатегории 'Зеленый'. Нет признаков, что данный продукт относится",2025-08-20T18:37:52.956590
544,Американский виски,RUS,36,Виски,552.0,Бурбон,"Термин 'американский виски' чаще всего подразумевает бурбон, так как это основной и наиболее известный тип виски, производимый в США. Бурбон — это американский виски, изготовленный преимущественно из ",2025-08-20T18:38:09.650658
549,Апельсиновый ликер,RUS,23,Ликер,589.0,Фруктовый,"Апельсиновый ликер производится на основе апельсинов, которые являются фруктами. В составе используются кожура горьких и сладких апельсинов, что подтверждает его фруктовую природу. Среди предложенных ",2025-08-20T18:38:24.200547
550,Апельсиновый ликер de kuyper triple sec,RUS,23,Ликер,589.0,Фруктовый,"De Kuyper Triple Sec — это апельсиновый ликер, обладающий ярким и свежим апельсиновым вкусом и цитрусовым ароматом. Основным ингредиентом являются апельсины, что однозначно относит его к фруктовым лик",2025-08-20T18:38:23.379469
555,Банановый ликер,RUS,23,Ликер,589.0,Фруктовый,"Банановый ликер изготавливается на основе бананов, которые являются фруктами. В описаниях указывается, что основной вкус и аромат ликера — это спелый банан, а также иногда добавляются ваниль, шоколад ",2025-08-20T18:38:38.039170
557,Бейлис Тирамису,RUS,23,Ликер,597.0,Сливочный,"Основными компонентами 'Бейлис Тирамису' являются ирландские сливки, кофе и какао, однако сливочная основа преобладает, что характерно для сливочных ликёров. Среди доступных подкатегорий наиболее точн",2025-08-20T18:39:39.798800
558,Белая текила,RUS,38,Текила,579.0,Cеребряная или белая,"Белая текила (Blanco, Silver, Plata) — это прозрачная текила, не выдержанная или выдержанная не более двух месяцев, что полностью соответствует описанию подкатегории 'Cеребряная или белая'. Другие под",2025-08-20T18:38:37.410127
559,Белый ликер crème de menthe,RUS,23,Ликер,595.0,Мятный,"Белый ликер crème de menthe — это ликер с ярко выраженным вкусом и ароматом мяты, что подтверждается описаниями: 'мятный вкус', 'аромат наполнен оттенками перечной мяты', 'освежающий мятный ликер' и '",2025-08-20T18:39:53.125094
560,Белый ликер curasao,RUS,23,Ликер,589.0,Фруктовый,"Белый ликер curasao производится с добавлением высушенной апельсиновой корки и обладает выраженным цитрусовым (апельсиновым) вкусом и ароматом, что однозначно относит его к фруктовым ликерам[1][2][3][",2025-08-20T18:39:53.129905
561,Белый мятный ликер,RUS,23,Ликер,595.0,Мятный,"Белый мятный ликер изготавливается на основе мяты и обладает характерным мятным вкусом и ароматом. Он относится к ликерам, основным вкусообразующим компонентом которых является именно мята, что полнос",2025-08-20T18:39:52.267675
564,Бренди,RUS,40,Вино,,,"Бренди — это крепкий алкогольный напиток, получаемый перегонкой виноградного вина или фруктовой браги, но не является вином как таковым, а относится к категории дистиллятов. Ни одна из предложенных су",2025-08-20T18:40:08.048262
578,Вино dubonnet,RUS,40,Вино,392.0,Красное сладкое,"Дюбонне (Dubonnet) — это красный вермут на основе креплёного вина, обладающий выраженной сладостью и горьковатыми нотами[1][2][3][4]. В описаниях напитка подчёркивается его сладкий вкус, что соответст",2025-08-20T18:40:37.216077
579,Вино dubonnet красное,RUS,40,Вино,392.0,Красное сладкое,"Вино Dubonnet красное — это креплёный аперитив на основе красного вина с выраженной сладостью и характерной горчинкой, что подтверждается описаниями вкуса как сладкого с горькими нотами и использовани",2025-08-20T18:40:49.491661
580,Вино красное полусухое,RUS,40,Вино,390.0,Красное полусухое,"Ингредиент 'Вино красное полусухое' однозначно относится к подкатегории 'Красное полусухое', так как это красное вино с умеренным содержанием остаточного сахара (обычно 4–18 г/л), что полностью соотве",2025-08-20T18:40:51.720789
581,Виноград,RUS,40,Вино,,,"Ингредиент 'Виноград' сам по себе не является конкретным видом вина и не указывает на цвет, стиль или уровень сахара конечного продукта. Все представленные подкатегории относятся к готовым винам с опр",2025-08-20T18:40:49.352107
582,Виноградный сок,RUS,40,Вино,,,"Виноградный сок сам по себе не является вином, а представляет собой исходный продукт до начала спиртового брожения[2][4][5]. Все перечисленные подкатегории относятся к различным типам готового вина, к",2025-08-20T18:40:48.755273
583,Виски,RUS,36,Виски,,,"В исходных данных указано только общее название ингредиента — «Виски», без уточнения типа (солодовый, зерновой, бурбон, ржаной и т.д.), страны происхождения или особенностей производства. Для выбора н",2025-08-20T18:40:53.092901
584,Вишневая водка,RUS,42,Водка,514.0,Ягодная,"Вишневая водка производится из вишни, которая относится к ягодам. В описаниях напитка подчеркивается его ярко выраженный ягодный вкус и аромат[2][3][4]. Среди доступных подкатегорий наиболее точной и ",2025-08-20T18:41:05.995235
586,Вишневый ликер,RUS,23,Ликер,599.0,Ягодный,"Вишневый ликер изготавливается на основе ягод вишни и обладает ярко выраженным ягодным вкусом и ароматом. В классификациях ликеров вишня обычно относится к ягодам, а не к фруктам, несмотря на ботаниче",2025-08-20T18:41:08.877485
592,Водка,RUS,42,Водка,,,"Водка как базовый ингредиент обычно представляет собой нейтральный спирт, не обладающий выраженным вкусом или ароматом, и не относится к специализированным видам, таким как анисовая, сливовая, конопля",2025-08-20T18:41:27.052513
593,Водка aquavit,RUS,42,Водка,518.0,Пряная,"Аквавит — это скандинавская водка, настоянная на пряностях и травах, таких как тмин, анис, укроп, имбирь, корица и другие специи. Основной вкусовой профиль аквавита — выраженно пряный, что полностью с",2025-08-20T18:41:28.531276
594,Водка finlandiaredberry,RUS,42,Водка,514.0,Ягодная,"Водка Finlandia Redberry относится к ароматизированным водкам с вкусом красных ягод, что подтверждается описаниями продукта как 'ягодная утонченность' и рекомендациями для коктейлей с ягодными нотками",2025-08-20T18:41:43.368850
600,Грушевая водка williamsbirne,RUS,42,Водка,522.0,Фруктовая,"Грушевая водка Williamsbirne производится из перебродившего сока груш сорта Вильямс Крист методом дистилляции, что делает её типичным представителем фруктовых водок. Среди доступных подкатегорий тольк",2025-08-20T18:42:03.514910
603,Ежевичный бренди,RUS,23,Ликер,599.0,Ягодный,"Ежевичный бренди относится к ликёрам, основным вкусообразующим компонентом которого являются ягоды ежевики. Согласно описаниям подобных продуктов, например, ликёра De Kuyper Blackberry, основой служит",2025-08-20T18:42:03.235209
604,Ежевичный ликер,RUS,23,Ликер,599.0,Ягодный,"Ежевичный ликер изготавливается на основе ягод ежевики и относится к ликёрам с ярко выраженным ягодным вкусом и ароматом. В описаниях продукта он прямо классифицируется как 'ягодный ликер', что полнос",2025-08-20T18:42:17.973021
606,Желтый ликер chartreuse,RUS,23,Ликер,593.0,Травяной и пряный,"Желтый ликер Chartreuse производится на основе более 130 трав, корней, специй и цветов, что делает его классическим представителем травяных и пряных ликеров. Его вкус и аромат формируются именно за сч",2025-08-20T18:42:15.325225
607,Зеленый банановый ликер,RUS,23,Ликер,589.0,Фруктовый,"Зеленый банановый ликер обладает выраженным вкусом и ароматом банана, который является фруктом. В описаниях указывается, что основной профиль вкуса — банановый, иногда с добавлением тропических и цитр",2025-08-20T18:42:15.625895
608,Зеленый или белый ликер crème de menthe,RUS,23,Ликер,595.0,Мятный,"Crème de menthe — это ликер, основным вкусом и ароматом которого является мята, в частности перечная мята. Все описания продукта подчеркивают его освежающий мятный вкус и аромат, что полностью соответ",2025-08-20T18:42:14.499681
609,Зеленый ликер crème de menthe,RUS,23,Ликер,595.0,Мятный,"Зеленый ликер crème de menthe обладает ярко выраженным вкусом и ароматом мяты, что подтверждается описаниями всех представленных источников. Он производится на основе мацерации и дистилляции перечной ",2025-08-20T18:42:30.168257
610,Зеленый мятный ликер,RUS,23,Ликер,595.0,Мятный,"Зеленый мятный ликер изготавливается на основе мяты и обладает выраженным мятным вкусом и ароматом, что полностью соответствует подкатегории 'Мятный'. Данный тип ликера (например, Crème de Menthe) тра",2025-08-20T18:42:30.468474
611,Золотая текила,RUS,38,Текила,581.0,Золотая,"Золотая текила (Gold/Oro) — это отдельная категория текилы, отличающаяся добавлением карамели или красителей для получения золотистого цвета, и не относится к выдержанным сортам (репосадо, аньехо и т.",2025-08-20T18:42:32.589607
612,Золотая текила sierra,RUS,38,Текила,581.0,Золотая,"«Золотая текила Sierra» (например, Sierra Gold или Sierra Reposado) относится к золотым текилам по цвету и названию. Однако по технологии производства Sierra Reposado — это выдержанная (reposado) теки",2025-08-20T18:42:32.665838
616,Ирландский виски,RUS,36,Виски,542.0,Солодовый,"Ирландский виски как категория включает несколько типов, но среди предложенных подкатегорий только 'Солодовый' (ID 542) соответствует одному из основных типов ирландского виски — односолодовому (singl",2025-08-20T18:42:51.399783
617,Какао-ликер,RUS,23,Ликер,601.0,Ореховый,"Какао-ликер производится на основе какао-бобов, которые являются семенами плодов какао-дерева и классифицируются как орехи или семена. Среди предложенных подкатегорий наиболее подходящей является 'Оре",2025-08-20T18:42:45.412464
618,Калуа,RUS,23,Ликер,591.0,Кофейный,"Калуа — это мексиканский ликёр, основным ингредиентом которого является кофе арабика, настоянный на роме и тростниковом сахаре. Все авторитетные источники прямо называют Калуа кофейным ликёром, и его ",2025-08-20T18:42:47.168674
620,Канадский виски,RUS,36,Виски,544.0,Зерновой,"Канадский виски производится из различных зерновых культур, включая рожь, кукурузу, ячмень и пшеницу, и не относится строго к односолодовым, купажированным солодовым, бурбонам или ржаным виски. Основн",2025-08-20T18:43:14.507928
625,Кленовый ликер,RUS,23,Ликер,,,"Кленовый ликер производится на основе кленового сиропа, который получают из сока кленового дерева. Клен не является фруктом, ягодой, орехом, медом, сливками, мятой, кофе или травой/пряностью. Ни одна ",2025-08-20T18:43:32.174753
633,Коньяк,RUS,40,Вино,,,"Коньяк — это крепкий дистиллированный напиток, относящийся к категории бренди, а не к вину в классическом понимании. Ни одна из предложенных подкатегорий (красное, белое, игристое и т.д.) не подходит ",2025-08-20T18:43:46.100983
634,Кофейный ликер,RUS,23,Ликер,591.0,Кофейный,"Кофейный ликер — это ликер с ярко выраженным вкусом и ароматом кофе, что полностью соответствует подкатегории 'Кофейный'. Среди доступных вариантов нет более подходящей и специфичной категории для дан",2025-08-20T18:43:59.196446
636,Красное вино,RUS,40,Вино,,,"Ингредиент указан как 'Красное вино' без уточнения типа (сухое, полусухое, сладкое, полусладкое). Для выбора самой специфичной подкатегории требуется информация о содержании сахара или стиле вина. Без",2025-08-20T18:43:58.782460
640,Ликер amaretto,RUS,23,Ликер,601.0,Ореховый,"Амаретто обладает выраженным миндальным вкусом и ароматом, который достигается за счет использования миндаля или абрикосовых косточек, содержащих схожие масла. Основу вкуса составляют именно ореховые ",2025-08-20T18:44:16.048333
641,Ликер angostura,RUS,23,Ликер,593.0,Травяной и пряный,"Ликер Angostura (биттер) производится на основе большого количества трав, кореньев и пряностей, включая горечавку, дягиль, корицу, гвоздику, кардамон и другие специи. Его вкус и аромат характеризуются",2025-08-20T18:44:16.968995
642,Ликер anisette,RUS,23,Ликер,593.0,Травяной и пряный,"Ликер anisette является анисовым ликером, основным ингредиентом которого выступает анис — пряность и трава. В описаниях подчеркивается использование аниса и других растений и специй в рецептуре, что с",2025-08-20T18:44:16.051097
643,Ликер apricol brandy,RUS,23,Ликер,589.0,Фруктовый,"Ликер Apricot Brandy изготавливается на основе абрикосов и обладает ярко выраженным фруктовым вкусом и ароматом абрикоса, что подтверждается описаниями большинства производителей. Среди доступных подк",2025-08-20T18:44:17.207339
644,Ликер apricot brandy,RUS,23,Ликер,589.0,Фруктовый,"Ликер apricot brandy производится на основе абрикосов, что подтверждается как технологией изготовления (мацерация или дистилляция фруктов), так и вкусовыми характеристиками, где доминируют фруктовые (",2025-08-20T18:44:39.190638
645,Ликер b&b,RUS,23,Ликер,593.0,Травяной и пряный,"Ликер B&B — это купаж ликера Бенедиктин и бренди. Основу Бенедиктина составляют 27 трав и специй, что делает его классическим представителем травяных и пряных ликеров. В составе B&B нет выраженных коф",2025-08-20T18:44:36.133076
646,Ликер bailey's irish creame,RUS,23,Ликер,597.0,Сливочный,"Bailey's Irish Cream — это классический сливочный ликёр, в составе которого около 50% объёма занимают сливки, и он относится к категории ирландских сливочных ликёров. Основной вкусовой профиль — сливо",2025-08-20T18:44:46.916603
