ingredient_id,ingredient_name,language,is_alcoholic,old_category_id,new_category_id,category_name,description,reasoning,processed_at
116,Cold co,ENG,False,8.0,5.0,Other not alcohol,"Cold co appears to refer to a non-alcoholic cold beverage or mixer, though its exact identity is unclear. In cocktail contexts, it could be used as a chilled base or mixer to add refreshment and balance to drinks. Bartenders should verify the specific product or recipe before use, as 'Cold co' is not a standard ingredient.","The ingredient is non-alcoholic and does not match specific categories like 'Lemonade', 'Syrup', 'Coffee', 'Juice', 'Fruits', or 'Vegetables'. Without further clarification, the most appropriate categ",2025-08-18T16:39:08.527577
117,Cold espresso,ENG,False,8.0,8.0,Coffee,"Cold espresso is freshly brewed espresso that has been cooled, typically by refrigeration or over ice, to be used in chilled cocktails. It delivers a concentrated, robust coffee flavor and a dose of caffeine, making it ideal for drinks like the Espresso Martini and other coffee-based cocktails. Bartenders use cold espresso to ensure a smooth, balanced texture and to avoid diluting the drink with hot liquid.","Cold espresso is a form of coffee, specifically espresso that has been cooled for use in cocktails. It is not a syrup, juice, or other non-alcoholic beverage, but rather a concentrated coffee ingredie",2025-08-18T16:39:16.653489
118,Consomme,RUS,False,26.0,28.0,Иные продукты,"Консоме — это прозрачный крепкий бульон, обычно изготавливаемый из говядины, курицы или рыбы. В барной практике используется как необычный ингредиент для создания гастрономических коктейлей с насыщенным вкусом умами. Добавляет глубину и сложность вкуса в авторских напитках.","Консоме не является напитком, соком, фруктом, ягодой или специей, а представляет собой пищевой продукт (бульон), который иногда используется в коктейлях для придания гастрономических оттенков. Поэтому",2025-08-18T16:39:22.792264
119,Cranberries,ENG,False,27.0,10.0,Fruits,"Cranberries are small, tart red berries commonly used as a garnish or muddled ingredient in cocktails. They add a vibrant color and a sharp, refreshing flavor to drinks, especially in holiday and winter-themed recipes. Fresh or frozen cranberries can be used for muddling, infusions, or as a decorative element.","Cranberries are botanically classified as fruits and are used in cocktails either whole, muddled, or as a garnish, rather than as juice or syrup. The most accurate category from the provided list is '",2025-08-18T16:39:27.738857
120,Cranberry juice,ENG,False,13.0,13.0,Juice,"Cranberry juice is a tart, ruby-red juice made from cranberries, often sweetened and blended with water to balance its natural acidity. It is widely used in cocktails such as the Cosmopolitan and Cape Codder, providing a vibrant color and a refreshing, tangy flavor. Commercial cranberry juice products may be labeled as 'cranberry juice cocktail' or 'cranberry juice drink' and typically contain added sugars and vitamin C.","Cranberry juice is a non-alcoholic beverage made by extracting juice from cranberries, often blended with water and sweeteners, which fits the definition of 'Juice' rather than 'Other not alcohol' or ",2025-08-18T16:39:34.832168
121,Cranberry nectar,ENG,False,13.0,13.0,Juice,"Cranberry nectar is a sweetened, thickened beverage made primarily from cranberry juice concentrate, water, and sugar, sometimes with added thickeners or stabilizers. It offers a tart, fruity flavor and a vibrant red color, making it a popular non-alcoholic mixer in cocktails. Bartenders use cranberry nectar to add both flavor and visual appeal to drinks, especially where a richer texture is desired.","Cranberry nectar is a juice-based product, typically consisting of cranberry juice concentrate, water, and sweeteners, sometimes with added thickeners. It is not a syrup, lemonade, or whole fruit, and",2025-08-18T16:39:43.551907
122,Cream of coconut,ENG,False,21.0,5.0,Other not alcohol,"Cream of coconut is a sweetened, thick, and creamy coconut product made from coconut, sugar, and stabilizers. It is commonly used in tropical cocktails like the Piña Colada to add rich coconut flavor and sweetness. Unlike coconut cream, it is specifically formulated for beverages and desserts, providing both texture and sweetness to drinks.","Cream of coconut is not a syrup, juice, or fruit in itself, but a processed, sweetened coconut product used primarily as a cocktail mixer. It does not fit the other categories, making 'Other not alcoh",2025-08-18T16:39:52.951412
123,Creme de menthe,RUS,True,23.0,23.0,Ликер,"Crème de menthe — это сладкий мятный ликер с характерным освежающим вкусом и ароматом перечной мяты. Обычно имеет зеленый или прозрачный цвет и крепость около 24%. Используется в коктейлях для придания мятного вкуса и аромата, а также может подаваться в чистом виде или с льдом.","Crème de menthe во всех источниках однозначно классифицируется как ликер с мятным вкусом и ароматом, что соответствует категории 'Ликер'[1][2][3][4][5].",2025-08-18T16:39:58.018402
124,Crème de banane,ENG,True,3.0,3.0,Liqueur,"Crème de banane is a sweet, banana-flavored liqueur made by infusing bananas with neutral spirits and sugar. It features a rich banana aroma and flavor, commonly used to add tropical and dessert-like notes to cocktails. Its smooth, sweet profile makes it ideal for fruit-forward drinks and layered shots.","Crème de banane is classified as a liqueur because it is an alcoholic beverage made by infusing bananas with neutral alcohol and sugar, fitting the definition of a liqueur rather than a spirit like ru",2025-08-18T16:40:10.420873
125,Crème de cacao,ENG,True,3.0,3.0,Liqueur,"Crème de cacao is a sweet, chocolate-flavored liqueur made from cocoa beans and sometimes vanilla. It is available in both clear and dark varieties, contains no dairy, and typically has an alcohol content of 20–25% ABV. Commonly used in classic cocktails like the Alexander and Grasshopper, it provides rich chocolate notes and a smooth texture.","Crème de cacao is classified as a liqueur due to its sweetened, flavored spirit base and its high sugar content, as confirmed by multiple sources. It is not a type of rum, absinthe, beer, brandy, wine",2025-08-18T16:40:22.384501
126,Crème de cassis,ENG,True,3.0,3.0,Liqueur,"Crème de cassis is a sweet, dark red liqueur made from blackcurrants, sugar, and alcohol, typically with a minimum of 15% ABV. It is known for its rich berry flavor and is commonly used in cocktails such as the Kir and Bramble, either as a base or accent ingredient. Bartenders should note its high sugar content and viscosity, which can impact the balance and layering of drinks.","Crème de cassis is classified as a liqueur because it is a sweet, flavored alcoholic beverage made by infusing blackcurrants with alcohol and sugar, fitting the definition of 'Liqueur' rather than any",2025-08-18T16:40:32.413524
127,Crème de fraise,ENG,True,3.0,3.0,Liqueur,"Crème de fraise is a sweet, low-proof liqueur made by infusing strawberries or wild strawberries in alcohol and sugar. It is known for its vibrant red color, syrupy texture, and pronounced strawberry flavor, making it a popular choice for adding fruitiness and color to cocktails. Typical alcohol content ranges from 16% to 18% ABV.","Crème de fraise is consistently described as a fruit liqueur or crème liqueur, specifically strawberry-flavored, and fits the definition of 'Liqueur' due to its production method and alcohol content[1",2025-08-18T16:40:47.842497
128,Crème de frambois,ENG,True,3.0,3.0,Liqueur,"Crème de framboise is a French raspberry liqueur made by macerating fresh raspberries in neutral spirit and sweetening with sugar. Typically bottled at 16–18% ABV, it delivers a vivid, aromatic berry flavor and deep red color. It is commonly used in cocktails or as a dessert cordial to add a juicy raspberry note.","Crème de framboise is consistently described as a fruit liqueur, produced by infusing raspberries in alcohol and sweetening the result, which matches the definition of 'Liqueur' and not any other cate",2025-08-18T16:40:57.528086
129,Crème de framboise,ENG,True,3.0,3.0,Liqueur,"Crème de framboise is a French raspberry liqueur made by macerating fresh raspberries in neutral spirit and sweetening with sugar. It typically has an ABV of 16–18% and is known for its vivid red color and intense, authentic raspberry flavor. Bartenders use it to add rich berry notes to cocktails or serve it as a dessert cordial.","Crème de framboise is consistently described as a fruit liqueur, produced by infusing raspberries in alcohol and sweetening the result, which matches the definition of 'Liqueur' in the provided catego",2025-08-18T16:41:08.034374
130,Crème de menthe,ENG,True,3.0,3.0,Liqueur,"Crème de menthe is a sweet, mint-flavored liqueur typically made by steeping mint leaves in alcohol and then sweetening the mixture. It is available in both green and clear varieties and is commonly used in cocktails such as the Grasshopper and the Stinger, as well as served as a digestif.","Crème de menthe is classified as a liqueur because it is a sweet, flavored alcoholic beverage made by infusing mint into alcohol and adding sugar, fitting the definition of a liqueur rather than a spi",2025-08-18T16:41:35.818316
131,Crème de mûre,ENG,True,3.0,3.0,Liqueur,"Crème de mûre is a sweet, dark purple liqueur made from blackberries, known for its rich berry flavor and velvety texture. It is commonly used in cocktails such as the Bramble and pairs well with gin, sparkling wine, or as a dessert ingredient. Its pronounced blackberry notes and moderate alcohol content make it a versatile addition to any bar.","Crème de mûre is specifically described as a liqueur made from blackberries, sugar, and alcohol, fitting the definition of 'Liqueur' rather than any other category provided. Multiple sources confirm i",2025-08-18T16:41:51.453942
132,Crème de noyaux,ENG,True,3.0,3.0,Liqueur,"Crème de noyaux is a sweet, almond-flavored liqueur made by infusing and distilling apricot, peach, or cherry kernels, then sweetening the spirit. It is known for its distinctive marzipan or bitter almond taste and its characteristic pink or red color, which adds visual appeal to cocktails such as the Pink Squirrel and Jockey Club. Despite its almond-like flavor, it contains no actual nuts, making it unique among nut-flavored liqueurs.","Crème de noyaux is classified as a liqueur because it is a sweet, flavored spirit produced by infusing fruit kernels in alcohol and adding sugar, fitting the definition of a liqueur and not any of the",2025-08-18T16:42:01.953692
133,Crème de pêche,ENG,True,3.0,3.0,Liqueur,"Crème de pêche is a sweet, peach-flavored liqueur made by macerating peaches in alcohol and adding sugar. It typically has an ABV of 16–18% and is used to impart fruity, aromatic notes to cocktails or as an addition to sparkling wine. Its vibrant peach character makes it a versatile ingredient for bartenders seeking to add depth and sweetness to drinks.","Crème de pêche is consistently described as a liqueur made from the infusion or maceration of peaches with alcohol and sugar, fitting the definition of 'Liqueur' rather than any other category listed.",2025-08-18T16:42:13.775428
134,Crème de violette,ENG,True,3.0,3.0,Liqueur,"Crème de violette is a floral liqueur made by infusing violet flowers in a spirit base, resulting in a sweet, aromatic, and distinctly violet-flavored spirit. It is typically used in classic cocktails such as the Aviation and Blue Moon, adding both color and a delicate floral note. Its alcohol content usually ranges from 16% to 25% ABV.","Crème de violette is consistently classified as a liqueur in authoritative sources, being a sweetened, flavored spirit made from violet flowers and used as a cocktail modifier. None of the other categ",2025-08-18T16:42:25.035700
135,Cubed fresh mango,ENG,False,13.0,10.0,Fruits,"Cubed fresh mango consists of ripe mango flesh cut into small cubes, offering a sweet, tropical flavor and juicy texture. It is commonly used as a garnish, muddled ingredient, or blended into cocktails to add natural sweetness and vibrant color. Fresh mango cubes are especially popular in tropical and summer-themed drinks.","Cubed fresh mango is the edible fruit of the mango tree, used in its whole, unprocessed form. Among the available categories, 'Fruits' is the most accurate, as it specifically refers to whole or cut f",2025-08-18T16:42:35.825433
136,Cubed fresh pineapple,ENG,False,13.0,10.0,Fruits,"Cubed fresh pineapple consists of ripe pineapple cut into small, uniform cubes, ideal for use as a cocktail garnish or muddled directly into drinks. It provides a sweet, tangy, and tropical flavor, enhancing both the taste and visual appeal of cocktails. Fresh pineapple cubes are especially valued for their vibrant aroma and juicy texture.","Cubed fresh pineapple is a whole, unprocessed fruit ingredient, not a juice, syrup, or vegetable. The most accurate category is 'Fruits,' as it refers specifically to the fresh, solid form of pineappl",2025-08-18T16:42:42.140383
137,Cubed ripe papaya,ENG,False,13.0,10.0,Fruits,"Cubed ripe papaya consists of fresh, sweet, and juicy papaya flesh cut into small cubes. It adds a vibrant tropical flavor and smooth texture to cocktails, making it ideal for muddling, blending, or garnishing. Papaya is rich in vitamins and brings a subtle sweetness to both alcoholic and non-alcoholic drinks.","Papaya is botanically classified as a fruit and is used in cocktails in its fresh, cubed form for its flavor and texture. The most appropriate category is 'Fruits' because the ingredient is not a juic",2025-08-18T16:42:47.874338
138,Cucumber,ENG,False,15.0,15.0,Vegetables,"Cucumber is a crisp, refreshing vegetable commonly used in cocktails for its clean, cooling flavor. Bartenders use cucumber slices for muddling, infusion, or juicing to add subtle sweetness and herbal notes to drinks. Its versatility makes it ideal for garnishes, flavoring, and enhancing the overall freshness of cocktails.","Cucumber is botanically classified as a vegetable and is used in cocktails primarily for its fresh, vegetal qualities, not as a fruit or juice base. The most appropriate category from the provided lis",2025-08-18T16:42:55.861527
139,Cucumber peel,ENG,False,15.0,15.0,Vegetables,"Cucumber peel is the outer skin of the cucumber, often used in cocktails for its crisp, refreshing flavor and subtle vegetal aroma. It can be muddled, infused, or used as a garnish to add a cooling note and visual appeal to drinks. Utilizing cucumber peel also reduces waste, making it a sustainable choice for bartenders.","Cucumber is botanically classified as a vegetable, and its peel is a non-alcoholic, plant-based ingredient. None of the other categories (such as 'Fruits', 'Juice', or 'Other not alcohol') are as spec",2025-08-18T16:43:01.573892
140,Cucumber peel strip,ENG,False,15.0,15.0,Vegetables,"A cucumber peel strip is a thin, lengthwise slice of cucumber skin, often used as a garnish or flavoring in cocktails. It imparts a crisp, refreshing aroma and subtle vegetal notes, enhancing both the visual appeal and taste of drinks. Bartenders commonly use cucumber peel strips to add a cooling element to summer cocktails.","Cucumber is botanically a fruit but is widely classified and used as a vegetable in culinary contexts, especially in bartending. The peel strip is a direct part of the cucumber, making 'Vegetables' th",2025-08-18T16:43:11.733764
141,Cucumber spear,ENG,False,15.0,15.0,Vegetables,"A cucumber spear is a long, slender piece of fresh cucumber, typically cut lengthwise. It is commonly used as a garnish in cocktails such as the Pimm's Cup and cucumber-based spritzers, adding a crisp, refreshing flavor and visual appeal. Bartenders use cucumber spears to enhance both the aroma and presentation of drinks.","Cucumber is botanically classified as a vegetable and is used in cocktails primarily as a garnish or flavoring component. The available categories include 'Vegetables', which is the most accurate for ",2025-08-18T16:43:19.823160
142,Curasao triple sec,RUS,True,23.0,23.0,Ликер,"Curasao triple sec — это апельсиновый ликер, сочетающий в себе свойства классического Кюрасао и трипл сека. Обычно представляет собой прозрачный или окрашенный ликер с выраженным цитрусовым вкусом, крепостью от 15 до 40%. Используется для придания коктейлям яркого апельсинового аромата и вкуса.","Curasao triple sec — это разновидность апельсинового ликера, объединяющая характеристики Кюрасао и трипл сека. Оба напитка относятся к категории ликеров, что подтверждается их составом, способом произ",2025-08-18T16:43:32.827713
143,Cynar,ENG,True,3.0,3.0,Liqueur,"Cynar is a bitter Italian liqueur classified as an amaro, made from a blend of 13 herbs and plants, including artichoke. It features earthy, herbal, and bittersweet flavors, and is commonly used as an aperitif or in cocktails to add complexity and depth. With an ABV of 16.5%, Cynar is versatile and pairs well with a variety of spirits and mixers.","Cynar is explicitly described as a liqueur and an amaro, which is a subcategory of liqueurs made by infusing alcohol with herbs, spices, and botanicals, then sweetening the mixture. This matches the '",2025-08-18T16:43:46.958282
144,Damiana liqueur,ENG,True,3.0,3.0,Liqueur,"Damiana liqueur is a light, herbal liqueur from Mexico made with the damiana herb, known for its subtle sweetness and floral, herbal notes. It is typically 30% ABV and is popular in margaritas and other cocktails for its unique flavor and mixability. The liqueur is often packaged in a distinctive bottle modeled after an Incan goddess.","Damiana liqueur is classified as a liqueur because it is a sweetened, flavored spirit made by infusing alcohol with the damiana herb and other botanicals, fitting the definition of 'Liqueur' rather th",2025-08-18T16:43:56.287319
145,Dark crème de cacao,ENG,True,3.0,3.0,Liqueur,"Dark crème de cacao is a sweet, chocolate-flavored liqueur made from cocoa beans and often infused with vanilla and caramel notes. It features a rich, dark color and a velvety texture, making it a popular choice for dessert cocktails and classic drinks like the Brandy Alexander. Its higher alcohol content and deeper flavor distinguish it from light crème de cacao.","Dark crème de cacao is consistently described as a chocolate liqueur, not a spirit like rum, vodka, or brandy. It is made by infusing alcohol with cocoa and other flavorings, fitting the definition of",2025-08-18T16:44:10.105653
146,Dark demerara rum,ENG,True,1.0,1.0,Rum,"Dark demerara rum is a full-bodied, molasses-based rum produced in Guyana, typically aged for several years to develop deep flavors of molasses, dried fruit, and spice. Its distinctive character comes from traditional wooden stills and the mineral-rich local water, making it a popular choice for tiki and classic cocktails. Demerara rums are known for their rich color, robust palate, and lingering finish.","Dark demerara rum is classified as a rum, specifically originating from Guyana and made from molasses, often aged and blended for complexity[1][4][5]. It does not fit the definitions of liqueur, absin",2025-08-18T16:44:19.218199
147,Dark jamaican rum,ENG,True,1.0,1.0,Rum,"Dark Jamaican rum is a full-bodied, pot-still distilled spirit made from molasses and aged in oak barrels, resulting in a deep brown color and bold flavors. It is known for its rich notes of caramel, spice, and oak, and is commonly used in tiki cocktails and recipes requiring intense rum character. Its distinctive 'funky' profile makes it a staple in classic and modern bartending.","Dark Jamaican rum is a type of rum, specifically characterized by its aging process and robust flavor profile. It is not a liqueur, absinthe, beer, brandy, wine, or vodka, making 'Rum' the only approp",2025-08-18T16:44:32.835777
148,Dark rum,ENG,True,1.0,1.0,Rum,"Dark rum is a type of rum that is aged longer and often in heavily charred barrels, resulting in a deep brown to nearly black color and a rich, robust flavor profile with strong notes of molasses and caramel. It is commonly used to add depth and color to cocktails and is also popular in cooking. Most dark rums are produced from molasses and originate from regions such as Jamaica, the Bahamas, Haiti, and Martinique.","Dark rum is a subcategory of rum, distinguished by its color and aging process, but it is fundamentally classified as 'Rum' according to standard industry and cocktail ingredient categories. None of t",2025-08-18T16:44:46.884624
149,Demerera,ENG,False,22.0,7.0,Syrup,"Demerara syrup is a sweetener made by dissolving demerara sugar—a minimally processed, golden-brown sugar with a mild molasses flavor—in water. It is commonly used in cocktails, especially those featuring whiskey or rum, to add depth and a rich, caramel-like sweetness. The syrup is typically prepared in a 2:1 sugar-to-water ratio for a thicker, richer consistency.","Demerara, in the context of cocktail ingredients, refers to demerara syrup, which is a liquid sweetener made from demerara sugar and water. This matches the 'Syrup' category, as it is not a fruit, jui",2025-08-18T16:45:02.073913
150,Diced fresh coconut meat,ENG,False,10.0,10.0,Fruits,"Diced fresh coconut meat is the white, edible flesh found inside mature coconuts, cut into small pieces. It adds a subtly sweet, nutty flavor and chewy texture to cocktails, often used as a garnish or blended into tropical drinks. This ingredient provides both visual appeal and a distinctive coconut taste.","Coconut is botanically classified as a fruit, and its edible meat is used in cocktails for flavor and texture. The most appropriate category from the provided list is 'Fruits', as none of the other ca",2025-08-18T16:45:13.798428
151,Diced fresh pineapple,ENG,False,10.0,10.0,Fruits,"Diced fresh pineapple consists of small, bite-sized pieces of ripe pineapple, offering a sweet, tangy, and tropical flavor. It is commonly used as a garnish, muddled for fresh juice, or added directly to cocktails for texture and vibrant taste. Fresh pineapple enhances both the visual appeal and the aromatic profile of drinks, making it a versatile ingredient for bartenders.","Diced fresh pineapple is a raw, unprocessed fruit used in cocktails for its flavor and texture. The most appropriate category is 'Fruits' because it is not a juice, syrup, or vegetable, and does not f",2025-08-18T16:45:19.730895
152,Diced jalapeño chile,ENG,False,15.0,15.0,Vegetables,"Diced jalapeño chile is a moderately spicy, green chili pepper commonly used to add heat and a fresh, vegetal flavor to cocktails. It can be muddled, infused, or used as a garnish, providing a balanced kick to drinks like margaritas and mojitos. Bartenders use it to create spicy profiles and enhance the complexity of both alcoholic and non-alcoholic beverages.","Jalapeño chile is botanically classified as a vegetable and is used in its fresh, diced form in cocktails, making 'Vegetables' the most accurate category. It is not a fruit, syrup, juice, or alcohol, ",2025-08-18T16:45:25.382189
153,Diced onion,ENG,False,15.0,15.0,Vegetables,"Diced onion consists of fresh onions that have been chopped into small, uniform pieces. It is used in cocktails to add a sharp, savory flavor and aromatic complexity, especially in savory or culinary-inspired drinks. Diced onion can be muddled, infused, or used as a garnish to impart a distinctive, pungent note.","Onion is botanically and culinarily classified as a vegetable, and 'Vegetables' is the most accurate category from the provided list. None of the other categories (such as 'Fruits' or 'Other not alcoh",2025-08-18T16:45:33.867455
154,Diced ripe avocado,ENG,False,15.0,15.0,Vegetables,"Diced ripe avocado is the creamy, green flesh of a mature avocado fruit, cut into small cubes. It adds a rich, smooth texture and subtle flavor to cocktails, especially in blended or shaken drinks. Avocado is valued for its ability to create a velvety mouthfeel and visually appealing garnish.","Although botanically a fruit, avocado is commonly treated as a vegetable in culinary and bar contexts due to its savory flavor profile and usage. Among the provided categories, 'Vegetables' is the mos",2025-08-18T16:45:45.236754
155,Dill pickle spear,ENG,False,15.0,15.0,Vegetables,"A dill pickle spear is a lengthwise-cut piece of cucumber that has been pickled in a brine with dill and other seasonings. It is commonly used as a garnish in cocktails such as Bloody Marys and Micheladas, adding a tangy, savory crunch and distinctive dill flavor. Bartenders use dill pickle spears to enhance both the visual appeal and the flavor profile of drinks.","A dill pickle spear is made from cucumber, which is a vegetable, and remains a vegetable after pickling. It is not a juice, syrup, or fruit, and does not fit into any other listed category as precisel",2025-08-18T16:45:53.629970
156,Drambuie,ENG,True,3.0,3.0,Liqueur,"Drambuie is a golden-colored liqueur made from a blend of aged Scotch whisky, heather honey, herbs, and spices. It has a smooth, sweet, and slightly spiced flavor profile, making it a versatile ingredient in classic cocktails like the Rusty Nail. Its distinctive taste and aroma come from the combination of whisky and botanicals.","Drambuie is consistently described as a liqueur, specifically a whisky liqueur, made by infusing Scotch whisky with honey, herbs, and spices. This aligns directly with the 'Liqueur' category and not w",2025-08-18T16:46:01.864795
157,Dubonnet,ENG,True,12.0,12.0,Wine,"Dubonnet is a French fortified wine-based aperitif, flavored with herbs, spices, and a touch of quinine. It is known for its rich, fruity, and slightly bitter profile, making it a popular choice for classic cocktails and as a standalone aperitif. Dubonnet is most commonly served chilled or mixed with gin, as in the famous Dubonnet Cocktail.","Dubonnet is primarily made from fortified wine blended with botanicals and quinine, classifying it as a wine-based aperitif rather than a liqueur or spirit. The most appropriate category from the prov",2025-08-18T16:46:14.419704
158,Dubonnet rouge,ENG,True,12.0,12.0,Wine,"Dubonnet Rouge is a French fortified wine-based aperitif, flavored with a proprietary blend of herbs, spices, and quinine. It is known for its rich, fruity character with notes of red berries, plum, and mild bitterness, making it a classic ingredient in cocktails or served on its own over ice. Its versatility and balanced profile make it a staple for bartenders seeking depth and complexity in aperitif-style drinks.","Dubonnet Rouge is primarily a fortified wine, aromatized with herbs and spices, and is classified as an aperitif wine rather than a liqueur or spirit. Multiple sources describe it as a mix of wine and",2025-08-18T16:46:23.116034
159,Dusting of ground nutmeg,ENG,False,22.0,5.0,Other not alcohol,"A dusting of ground nutmeg is commonly used as a garnish in cocktails, adding a warm, aromatic spice note to drinks such as the Brandy Alexander, Painkiller, and various creamy or holiday cocktails. It is typically sprinkled on top of the finished drink to enhance both aroma and visual appeal. Nutmeg is non-alcoholic and used in small quantities for its distinctive flavor and fragrance.","Ground nutmeg is a spice and does not fit categories like 'Lemonade,' 'Syrup,' 'Coffee,' 'Fruits,' 'Juice,' or 'Vegetables.' It is most appropriately classified as 'Other not alcohol,' which covers no",2025-08-18T16:46:33.261541
160,E blue curaçao,ENG,False,7.0,5.0,Other not alcohol,"E blue curaçao is a non-alcoholic blue syrup designed to mimic the vibrant color and citrusy, orange-like flavor of traditional blue curaçao liqueur. It is commonly used in mocktails and non-alcoholic drinks to add both visual appeal and a sweet, tangy taste. This ingredient is ideal for bartenders seeking to create striking blue beverages without adding alcohol.","Since E blue curaçao is non-alcoholic and does not fit into categories like lemonade, syrup, juice, fruits, or vegetables, 'Other not alcohol' is the most appropriate category. It is a specialty ingre",2025-08-18T16:46:39.300844
161,Edible flower,ENG,False,21.0,5.0,Other not alcohol,"Edible flowers are non-alcoholic botanical ingredients used primarily as garnishes or infusions in cocktails. They add visual appeal, unique aromas, and subtle flavors ranging from floral and sweet to herbal or vegetal, depending on the flower variety. Common choices include rose, lavender, hibiscus, and marigold, but only flowers confirmed as edible and pesticide-free should be used.","Edible flowers do not fit into categories like 'Fruits', 'Vegetables', 'Juice', or 'Syrup' in their whole form, nor are they alcoholic. They are best classified as 'Other not alcohol' because they are",2025-08-18T16:46:52.816763
162,Egg,ENG,False,21.0,5.0,Other not alcohol,"Egg is a classic cocktail ingredient used primarily for its ability to add texture, richness, and a silky foam to drinks such as sours, fizzes, and flips. Both whole eggs and egg whites are commonly employed to create a smooth mouthfeel and visually appealing foam. Bartenders often use techniques like dry shaking to maximize the emulsification and texture provided by egg in cocktails.","Egg is not a fruit, vegetable, juice, syrup, coffee, lemonade, or alcohol. It is a non-alcoholic ingredient that does not fit into the other listed categories, making 'Other not alcohol' the most appr",2025-08-18T16:46:59.689522
163,Egg white,ENG,False,21.0,5.0,Other not alcohol,"Egg white is a classic cocktail ingredient used to add a silky texture, rich body, and a smooth mouthfeel to drinks, especially sours. It helps mellow sharp flavors, balances acidity, and creates a stable foam when shaken, enhancing both the appearance and sensory experience of cocktails. Pasteurized or powdered egg whites are often used for safety and convenience.","Egg white is not a fruit, vegetable, juice, syrup, coffee, lemonade, or alcohol. It is a non-alcoholic ingredient commonly used for its functional properties in cocktails, making 'Other not alcohol' t",2025-08-18T16:47:06.682563
164,Egg yolk,ENG,False,21.0,5.0,Other not alcohol,"Egg yolk is used in cocktails to add richness, body, and a creamy texture, most notably in classic drinks like flips and advocaat. It provides a smooth mouthfeel and can balance strong spirits or sweeteners. Egg yolk is typically separated from the white and incorporated directly into the drink or used in specialty preparations.","Egg yolk is a non-alcoholic ingredient that does not fit into categories like juice, syrup, fruit, or vegetable. It is commonly used in cocktails for texture and richness, especially in flips and liqu",2025-08-18T16:47:12.592054
165,Eggnog,ENG,False,21.0,5.0,Other not alcohol,"Eggnog is a rich, creamy beverage traditionally made from milk, cream, sugar, and beaten eggs, often flavored with vanilla, nutmeg, and cinnamon. It is commonly served chilled and can be used as a non-alcoholic mixer or base in festive cocktails. Commercially prepared eggnog is widely available and typically non-alcoholic, making it a versatile ingredient for bartenders.","Eggnog is a dairy-based, non-alcoholic beverage that does not fit into categories like juice, syrup, coffee, or lemonade. It is best classified under 'Other not alcohol' as it is a unique, non-alcohol",2025-08-18T16:47:24.154413
166,Eggs,ENG,False,21.0,5.0,Other not alcohol,"Eggs are a versatile non-alcoholic ingredient used in cocktails to add texture, richness, and a silky mouthfeel. Commonly found in classic drinks like flips, fizzes, sours, and nogs, eggs can be used whole, or separated into yolks or whites, depending on the desired effect. Bartenders should ensure eggs are fresh and handled safely to minimize health risks.","Eggs are not a fruit, vegetable, juice, syrup, coffee, lemonade, or alcohol. They are a unique non-alcoholic ingredient that does not fit into the other listed categories, making 'Other not alcohol' t",2025-08-18T16:47:29.576796
167,Espresso,ENG,False,8.0,8.0,Coffee,"Espresso is a concentrated coffee beverage brewed by forcing hot water through finely ground coffee beans. It is prized in cocktails for its intense, rich flavor and crema, making it a key ingredient in drinks like the Espresso Martini. Freshly brewed espresso provides both robust coffee notes and a layer of foam for visual and textural appeal.","Espresso is a type of coffee, specifically a concentrated form made by pressurizing hot water through coffee grounds. It is not a syrup, juice, or general non-alcoholic mixer, but rather a distinct co",2025-08-18T16:47:40.641674
168,Extra vermouth,ENG,True,12.0,12.0,Wine,"Extra vermouth refers to extra dry vermouth, a style of aromatized fortified wine that is infused with botanicals such as herbs, spices, roots, and flowers. It is the driest and least sweet type of vermouth, typically pale yellow in color, with a subtle herbal aroma and a crisp, dry flavor profile. Extra dry vermouth is commonly used in cocktails like the Martini and can also be served as an aperitif.","Vermouth is classified as a fortified wine, made from a wine base and infused with botanicals, then fortified with neutral spirits. 'Extra vermouth' specifically refers to the extra dry style, which i",2025-08-18T16:47:47.909156
169,Fernet branca,ENG,False,9.0,9.0,Other alcohol,"Fernet Branca is a classic Italian amaro, or bitter herbal liqueur, created in Milan in 1845. Made from a secret blend of over 27 herbs, roots, and spices, it is intensely bitter, deeply herbal, and typically contains around 39% alcohol by volume. Fernet Branca is commonly served as a digestif or used in cocktails to add complex, bitter notes.","Fernet Branca is an alcoholic herbal liqueur (amaro) with an alcohol content of approximately 39%, so the only appropriate category from the list is 'Other alcohol'.",2025-08-18T16:47:57.434058
170,Filtered water,ENG,False,19.0,5.0,Other not alcohol,"Filtered water is purified water that has had impurities, minerals, and contaminants removed through filtration processes. It is commonly used in cocktails and mocktails to ensure clean, neutral flavor and to avoid interference with other ingredients. High-quality filtered water is essential for making clear ice and maintaining the intended taste profile of drinks.","Filtered water is a non-alcoholic, neutral ingredient that does not fit into categories like juice, syrup, coffee, or fruits. The most appropriate category is 'Other not alcohol,' as it encompasses mi",2025-08-18T16:48:06.972244
171,Fino sherry,ENG,True,12.0,12.0,Wine,"Fino sherry is a pale, dry, fortified wine from Spain, known for its delicate, yeasty, and almond-like flavors. It is typically made from the Palomino grape and aged under a layer of flor yeast, resulting in a crisp, light-bodied profile ideal for adding complexity and salinity to cocktails. Fino sherry is commonly used to lighten and enhance mixed drinks with its fresh acidity and subtle savory notes.","Fino sherry is a type of sherry, which is a fortified wine, making 'Wine' the most appropriate category. It is not a spirit, liqueur, or beer, and its production and use in cocktails align with the ch",2025-08-18T16:48:19.014503
